,0,1,2,3,4,5,6,7,8,9
0,0.03196761,0.0006727247,0.0016603079,0.02556648,0.034746356,0.009493523,0.0033192474,0.009540303,0.00029519032,0.0007631288
1,0.024062935,0.00082770694,0.00054604275,0.0011946169,0.0010537897,0.0002797026,9.077838e-05,0.0012698259,0.0012730759,4.073962e-05
2,0.022291623,0.0052395323,0.007088817,0.0016556906,0.00021836165,0.003912039,0.0070945444,0.01365851,0.016429605,0.0014396223
3,0.018491158,0.00013216904,0.00012486908,0.0003020361,0.00018743117,0.00011360185,0.0005096662,4.7789457e-05,0.00012505517,0.00096917275
4,0.014117952,0.00011625901,0.008864117,0.00032179826,0.00045001716,0.00012243215,4.8067006e-05,3.9128365e-05,0.00038518032,2.7691382e-05
5,0.013695162,0.0015162679,0.0022894358,0.06671352,0.007846025,0.02701557,0.013756682,0.0004594669,0.0004371063,0.0023222738
6,0.013001932,0.00015545258,0.00065099343,0.0024865696,0.0020845586,0.00023066359,7.304613e-05,3.287039e-05,0.0016488353,3.2341162e-05
7,0.011731085,6.378131e-05,0.0026131284,0.002732917,0.00040883623,0.000104638406,9.9874786e-05,3.3543085e-05,0.00011186906,2.5749961e-05
8,0.011142756,0.011064689,0.00049710955,0.00058080815,0.00011744617,0.005472944,0.0062106624,0.0027178568,0.001147251,0.0001394579
9,0.009063317,0.00022471293,0.00047398574,0.0022100203,0.00034774383,0.00041922776,0.0001719304,0.0046588797,0.028466702,3.779297e-05
10,0.008973531,9.4455594e-05,0.00012668618,7.152897e-05,0.0010860108,0.00011375302,4.81458e-05,0.0035309878,0.0001075725,4.460017e-05
11,0.008669789,9.1205846e-05,0.00032480675,0.0008321958,0.00029810614,0.00081444986,0.00012595892,2.8192071e-05,0.0012195881,3.0034167e-05
12,0.008286541,0.00017002055,0.001588193,0.0032921867,0.00010002904,0.0012835329,0.0002187275,0.00617468,0.00041726936,3.575127e-05
13,0.008148732,4.2543525e-05,5.9017937e-05,8.251575e-05,5.898273e-05,4.885682e-05,0.00055954256,2.0040095e-05,8.4749285e-05,1.8448249e-05
14,0.00785358,0.00018679837,0.0058151525,0.0065743295,0.00019533394,0.0012608388,0.00018318903,0.0018493264,0.00025278167,0.00011829189
15,0.0072993613,8.768199e-05,0.0028264741,0.002937982,0.00077786867,0.00042332994,9.304987e-05,0.00015924814,0.00012757786,0.000100927915
16,0.00623678,3.083683e-05,8.9930814e-05,2.0974257e-05,1.9177955e-05,3.6212714e-05,1.0288407e-05,1.2001334e-05,3.8509585e-05,7.1339036e-06
17,0.0060091186,0.0075708493,0.00036273952,0.0006010983,0.00026179093,0.0015035758,0.0006469292,0.021566873,0.0014391624,0.0011051424
18,0.0059687938,0.0335132,0.009472053,0.0012043574,0.0010255406,0.0011057865,0.0025417742,0.0008032242,0.0050610425,0.00021203309
19,0.0058364435,4.078968e-05,0.0003936229,2.7041542e-05,1.6622102e-05,4.7603982e-05,1.3811622e-05,0.00010219459,0.00014373405,1.0957294e-05
20,0.0033344943,0.070508406,0.012621228,0.008679154,0.02199805,0.01853413,0.021101676,0.0045824186,0.043647192,0.0007608151
21,0.0040401192,0.039712057,0.00041806584,0.0010439896,0.00080539257,0.006952644,0.0018586452,0.023237998,0.0033677334,0.0047839917
22,0.0024435276,0.02371608,0.00022942279,9.47276e-05,8.639517e-05,0.00035729964,0.00081988366,0.002886908,0.00031817285,0.0003884863
23,0.00017946839,0.0155974785,0.0068228943,0.000542428,0.00387648,0.001388101,0.022031091,0.0001119032,0.0005063073,0.007138277
