time,topic,topic_value,source
14,4,0.08644790202379227,media
14,5,0.07218251377344131,media
14,6,0.07993174344301224,media
14,7,0.2795874774456024,media
14,8,0.07001996040344238,media
14,9,0.08149902522563934,media
15,0,0.11208710819482803,media
15,1,0.05826382339000702,media
15,2,0.070560522377491,media
15,3,0.08803670108318329,media
15,4,0.08684306591749191,media
15,5,0.07185769081115723,media
15,6,0.07999057322740555,media
15,7,0.2816146910190582,media
15,8,0.06965958327054977,media
15,9,0.08108621090650558,media
16,0,0.11208275705575943,media
16,1,0.057912979274988174,media
16,2,0.07040810585021973,media
16,3,0.08736573904752731,media
16,4,0.08651342988014221,media
16,5,0.07142419368028641,media
16,6,0.07941470295190811,media
16,7,0.284847617149353,media
16,8,0.06948210299015045,media
16,9,0.08054856956005096,media
17,0,0.11194022744894028,media
17,1,0.057752564549446106,media
17,2,0.07031967490911484,media
17,3,0.08714110404253006,media
17,4,0.08661806583404541,media
17,5,0.07122781127691269,media
17,6,0.07936514914035797,media
17,7,0.28589490056037903,media
17,8,0.06939560174942017,media
17,9,0.08034474402666092,media
18,0,0.11183405667543411,media
18,1,0.057672083377838135,media
18,2,0.0702425166964531,media
18,3,0.08694132417440414,media
18,4,0.08657578378915787,media
18,5,0.07106582075357437,media
18,6,0.07920759171247482,media
18,7,0.28695517778396606,media
18,8,0.06934712082147598,media
18,9,0.08015844225883484,media
19,0,0.11182142049074173,media
19,1,0.05757676437497139,media
19,2,0.07015331089496613,media
19,3,0.08669862151145935,media
19,4,0.08632541447877884,media
19,5,0.07084798812866211,media
19,6,0.07886455953121185,media
19,7,0.2884719669818878,media
19,8,0.06932970136404037,media
19,9,0.07991038262844086,media
0,0,0.08014099299907684,official
0,1,0.07759004831314087,official
0,2,0.08659067004919052,official
0,3,0.09240561723709106,official
0,4,0.09946107864379883,official
0,5,0.08709894120693207,official
0,6,0.13970406353473663,official
0,7,0.14812269806861877,official
0,8,0.06350839138031006,official
0,9,0.1253775954246521,official
1,0,0.07962098717689514,official
1,1,0.07756339013576508,official
1,2,0.08714889734983444,official
1,3,0.09255465120077133,official
1,4,0.09841594099998474,official
1,5,0.08718753606081009,official
1,6,0.1411481648683548,official
1,7,0.14710372686386108,official
1,8,0.0627153217792511,official
1,9,0.12654122710227966,official
2,0,0.07928843796253204,official
2,1,0.07912680506706238,official
2,2,0.08597367256879807,official
2,3,0.09387511759996414,official
2,4,0.0984775498509407,official
2,5,0.08891736716032028,official
2,6,0.140211284160614,official
2,7,0.14452844858169556,official
2,8,0.062481362372636795,official
2,9,0.1271197646856308,official
3,0,0.07873295992612839,official
3,1,0.080543652176857,official
3,2,0.08535825461149216,official
3,3,0.09472376853227615,official
3,4,0.0984044000506401,official
3,5,0.09015537798404694,official
3,6,0.13955485820770264,official
3,7,0.1417350471019745,official
3,8,0.06279031932353973,official
3,9,0.12800118327140808,official
4,0,0.07862355560064316,official
4,1,0.08154957741498947,official
4,2,0.08483066409826279,official
4,3,0.09537624567747116,official
4,4,0.09805148839950562,official
4,5,0.09091101586818695,official
4,6,0.13839025795459747,official
4,7,0.14077655971050262,official
4,8,0.06319744884967804,official
4,9,0.1282932609319687,official
5,0,0.07902608811855316,official
5,1,0.08217442780733109,official
5,2,0.08419235795736313,official
5,3,0.09587624669075012,official
5,4,0.0975421890616417,official
5,5,0.09134258329868317,official
5,6,0.1364247351884842,official
5,7,0.14176450669765472,official
5,8,0.06375688314437866,official
5,9,0.12789995968341827,official
6,0,0.08034610748291016,official
6,1,0.08247572928667068,official
6,2,0.08313991874456406,official
6,3,0.09620540589094162,official
6,4,0.09659910202026367,official
6,5,0.09159239381551743,official
6,6,0.13244126737117767,official
6,7,0.14616388082504272,official
6,8,0.0647672712802887,official
6,9,0.12626884877681732,official
7,0,0.08358097821474075,official
7,1,0.08204150199890137,official
7,2,0.08114777505397797,official
7,3,0.0962333232164383,official
7,4,0.09446161985397339,official
7,5,0.09148743748664856,official
7,6,0.12398194521665573,official
7,7,0.15832142531871796,official
7,8,0.0667753741145134,official
7,9,0.12196864932775497,official
8,0,0.08830537647008896,official
8,1,0.07995021343231201,official
8,2,0.07849574089050293,official
8,3,0.09579883515834808,official
8,4,0.09114023298025131,official
8,5,0.0903204157948494,official
8,6,0.11243398487567902,official
8,7,0.17903083562850952,official
8,8,0.06946827471256256,official
8,9,0.11505602300167084,official
9,0,0.0927462950348854,official
9,1,0.07647471874952316,official
9,2,0.07618038356304169,official
9,3,0.09478010982275009,official
9,4,0.08784893900156021,official
9,5,0.0880373939871788,official
9,6,0.1022431030869484,official
9,7,0.20211981236934662,official
9,8,0.07176285982131958,official
9,9,0.10780643671751022,official
10,0,0.09688674658536911,official
10,1,0.07243998348712921,official
10,2,0.07459225505590439,official
10,3,0.09349972754716873,official
10,4,0.08567717671394348,official
10,5,0.0849156305193901,official
10,6,0.09472799301147461,official
10,7,0.22304101288318634,official
10,8,0.07299558818340302,official
10,9,0.10122398287057877,official
11,0,0.10249661654233932,official
11,1,0.06785161793231964,official
11,2,0.07332286238670349,official
11,3,0.09276976436376572,official
11,4,0.08535601198673248,official
11,5,0.08079215884208679,official
11,6,0.0887245386838913,official
11,7,0.24149323999881744,official
11,8,0.07296990603208542,official
11,9,0.0942230373620987,official
12,0,0.10849569737911224,official
12,1,0.06337634474039078,official
12,2,0.07206446677446365,official
12,3,0.0919094905257225,official
12,4,0.08578704297542572,official
12,5,0.0764644518494606,official
12,6,0.08362245559692383,official
12,7,0.25877413153648376,official
12,8,0.0720384418964386,official
12,9,0.08746744692325592,official
13,0,0.11132132261991501,official
13,1,0.06058090552687645,official
13,2,0.07123786211013794,official
13,3,0.09055542200803757,official
13,4,0.08639548718929291,official
13,5,0.07388374209403992,official
13,6,0.08130382001399994,official
13,7,0.2700793743133545,official
13,8,0.07092522829771042,official
13,9,0.08371671289205551,official
14,0,0.11203695833683014,official
14,1,0.059169381856918335,official
14,2,0.07083986699581146,official
14,3,0.08923455327749252,official
14,4,0.08672738075256348,official
14,5,0.07269115746021271,official
14,6,0.08050485700368881,official
14,7,0.2765335440635681,official
14,8,0.07015961408615112,official
14,9,0.08210276812314987,official
15,0,0.11202531307935715,official
15,1,0.058499351143836975,official
15,2,0.07066864520311356,official
15,3,0.08841799944639206,official
15,4,0.0870545357465744,official
15,5,0.07217475026845932,official
15,6,0.08036194741725922,official
15,7,0.27962273359298706,official
15,8,0.06972672790288925,official
15,9,0.0814477801322937,official
16,0,0.10995709896087646,official
16,1,0.05925668403506279,official
16,2,0.07153721153736115,official
16,3,0.08998551219701767,official
16,4,0.09110520780086517,official
16,5,0.07377608120441437,official
16,6,0.08513657003641129,official
16,7,0.2661532461643219,official
16,8,0.06934823095798492,official
16,9,0.08374407887458801,official
17,0,0.10927483439445496,official
17,1,0.05964828282594681,official
17,2,0.07190830260515213,official
17,3,0.0899558737874031,official
17,4,0.09174284338951111,official
17,5,0.07433126866817474,official
17,6,0.08607219904661179,official
17,7,0.26375898718833923,official
17,8,0.06901055574417114,official
17,9,0.0842968076467514,official
18,0,0.10873134434223175,official
18,1,0.05983692780137062,official
18,2,0.07219082862138748,official
18,3,0.09017210453748703,official
18,4,0.09249427169561386,official
18,5,0.07471125572919846,official
18,6,0.08715415745973587,official
18,7,0.2610275447368622,official
18,8,0.06880250573158264,official
18,9,0.08487921208143234,official
19,0,0.10812165588140488,official
19,1,0.06012251600623131,official
19,2,0.0725318193435669,official
19,3,0.09046787023544312,official
19,4,0.09330623596906662,official
19,5,0.07516108453273773,official
19,6,0.0884413868188858,official
19,7,0.25761738419532776,official
19,8,0.06861265003681183,official
19,9,0.08561750501394272,official
