M0,M1,M2,M3,M4
0.004118862,0.00023659872,0.003016526,0.00083277584,0.030920587
0.00043717914,0.0027393145,0.0016912712,0.0015297742,0.019130947
0.00015409802,0.00026068537,0.004075401,0.0050558783,0.016152393
3.2456202e-05,0.0008097176,8.5373365e-05,9.7466145e-05,0.012122975
3.6802205e-05,5.4026437e-05,5.9073922e-05,0.00012969102,0.011032306
3.6986276e-05,8.101119e-05,4.8338854e-05,0.0005296447,0.010534678
3.1634663e-05,0.00013488017,5.9299982e-05,9.486855e-05,0.010100354
9.5152805e-05,0.00013706702,0.00029145932,0.0014281562,0.00901059
0.0010040754,0.00028470613,0.0012149526,0.003893614,0.008842944
0.0024955345,0.00048680266,0.0005574704,0.0003711869,0.007551492
4.493644e-05,0.00046972773,0.001426775,0.00010387255,0.00727315
