time,topic,topic_value,source
2,0,0.043734367936849594,cape verde
2,1,0.0829334706068039,cape verde
2,2,0.11062582582235336,cape verde
2,3,0.22170396149158478,cape verde
2,4,0.05559882894158363,cape verde
2,5,0.045642752200365067,cape verde
2,6,0.20556068420410156,cape verde
2,7,0.08831508457660675,cape verde
2,8,0.11319386959075928,cape verde
2,9,0.03269131854176521,cape verde
3,0,0.043251875787973404,cape verde
3,1,0.08260230720043182,cape verde
3,2,0.1103658601641655,cape verde
3,3,0.2254546582698822,cape verde
3,4,0.05520819500088692,cape verde
3,5,0.04517555236816406,cape verde
3,6,0.2050475925207138,cape verde
