,M0(t=0),M0(t=1),M0(t=2),M0(t=3),M0(t=4),M0(t=5),M0(t=6),M0(t=7),M0(t=8),M0(t=9),M0(t=10),M0(t=11),M0(t=12),M0(t=13),M0(t=14),M0(t=15),M0(t=16),M0(t=17),M0(t=18),M1(t=0),M1(t=1),M1(t=2),M1(t=3),M1(t=4),M1(t=5),M1(t=6),M1(t=7),M1(t=8),M1(t=9),M1(t=10),M1(t=11),M1(t=12),M1(t=13),M1(t=14),M1(t=15),M1(t=16),M1(t=17),M1(t=18),M2(t=0),M2(t=1),M2(t=2),M2(t=3),M2(t=4),M2(t=5),M2(t=6),M2(t=7),M2(t=8),M2(t=9),M2(t=10),M2(t=11),M2(t=12),M2(t=13),M2(t=14),M2(t=15),M2(t=16),M2(t=17),M2(t=18),M3(t=0),M3(t=1),M3(t=2),M3(t=3),M3(t=4),M3(t=5),M3(t=6),M3(t=7),M3(t=8),M3(t=9),M3(t=10),M3(t=11),M3(t=12),M3(t=13),M3(t=14),M3(t=15),M3(t=16),M3(t=17),M3(t=18),M4(t=0),M4(t=1),M4(t=2),M4(t=3),M4(t=4),M4(t=5),M4(t=6),M4(t=7),M4(t=8),M4(t=9),M4(t=10),M4(t=11),M4(t=12),M4(t=13),M4(t=14),M4(t=15),M4(t=16),M4(t=17),M4(t=18),M5(t=0),M5(t=1),M5(t=2),M5(t=3),M5(t=4),M5(t=5),M5(t=6),M5(t=7),M5(t=8),M5(t=9),M5(t=10),M5(t=11),M5(t=12),M5(t=13),M5(t=14),M5(t=15),M5(t=16),M5(t=17),M5(t=18),M6(t=0),M6(t=1),M6(t=2),M6(t=3),M6(t=4),M6(t=5),M6(t=6),M6(t=7),M6(t=8),M6(t=9),M6(t=10),M6(t=11),M6(t=12),M6(t=13),M6(t=14),M6(t=15),M6(t=16),M6(t=17),M6(t=18),M7(t=0),M7(t=1),M7(t=2),M7(t=3),M7(t=4),M7(t=5),M7(t=6),M7(t=7),M7(t=8),M7(t=9),M7(t=10),M7(t=11),M7(t=12),M7(t=13),M7(t=14),M7(t=15),M7(t=16),M7(t=17),M7(t=18),M8(t=0),M8(t=1),M8(t=2),M8(t=3),M8(t=4),M8(t=5),M8(t=6),M8(t=7),M8(t=8),M8(t=9),M8(t=10),M8(t=11),M8(t=12),M8(t=13),M8(t=14),M8(t=15),M8(t=16),M8(t=17),M8(t=18),M9(t=0),M9(t=1),M9(t=2),M9(t=3),M9(t=4),M9(t=5),M9(t=6),M9(t=7),M9(t=8),M9(t=9),M9(t=10),M9(t=11),M9(t=12),M9(t=13),M9(t=14),M9(t=15),M9(t=16),M9(t=17),M9(t=18)
health,0.051875513,0.00030702967,0.0004488777,0.00034615106,0.0021580427,0.00043446242,0.000782777,0.009540916,0.033323552,0.012062236,0.013347082,0.00032088827,0.00041891594,0.0003110822,0.0011835359,0.0004254101,0.0005069207,0.0038038231,0.009046999,0.0035954886,0.0027122146,0.00023392391,0.00035504394,0.00028415877,0.0007603224,0.00051745,0.00033569394,0.0016821472,0.0014116493,0.0010648238,0.00082875835,0.00028491265,0.00028424922,0.0002765048,0.00066860934,0.0006111599,0.00020237154,0.001236611,0.0002929597,0.00037628133,0.00023968134,0.0002574803,0.00020065179,0.0001827497,0.0008671323,0.00081962364,0.000109817825,0.0010080051,0.00013175367,0.00022602314,0.0001318094,0.0002168619,0.000109268876,0.00018758277,0.0008136189,0.0007957195,6.648522e-05,0.0006127661,0.00010462135,0.00022536986,0.00010006387,0.00013475101,8.579295e-05,0.00019714051,0.0006646609,0.0005216656,6.8625995e-05,0.00048855966,0.00018267946,0.00018367796,0.000118296506,0.00011039699,9.064076e-05,0.00029195068,0.00031125164,0.00042886822,7.97011e-05,0.00047143098,0.00019635791,0.000116472,0.00018299119,0.00015617412,0.00010268297,0.00028689005,0.00020551005,0.00031413362,0.000100377256,0.00044758467,0.00020799969,0.0001044759,0.0002092388,0.00028593605,8.512182e-05,0.00026977243,0.000115267656,0.00032071467,0.00014773107,0.0005004427,0.00020147023,0.000107112275,0.00016220787,0.0003406078,6.517924e-05,0.00025210378,0.00011516846,0.00033939214,0.00022168248,0.0006402615,0.00021258568,0.00016419796,0.00020946878,0.00035452604,6.2110055e-05,0.00021249836,0.00016378277,0.00035928498,0.00034733652,0.0008313509,0.00017550496,0.0003154542,0.00023996017,0.0003046746,9.321221e-05,0.00021301715,0.00020930123,0.0003026981,0.00047392273,0.0007296852,0.000190424,0.00041615838,0.00024988726,0.00028388484,0.00014158392,0.00018707829,0.00020293238,0.0003192727,0.00041243955,0.00046442132,0.00029654757,0.00034735524,0.00028510496,0.0004856223,0.00020116559,0.00014147494,0.00025982325,0.00036705675,0.00031029363,0.00038029114,0.00033340696,0.00031193567,0.0002858584,0.0007590861,0.0002553047,0.00010923918,0.00041666476,0.0004690338,0.00032394083,0.0004988933,0.0002894815,0.00025137872,0.00032182282,0.0006534134,0.0003770293,6.979505e-05,0.00047248497,0.00034612376,0.00040384842,0.0006950436,0.00023542455,0.00020838357,0.00033958617,0.0004942046,0.00062433747,5.0499806e-05,0.0005059851,0.00032299908,0.00057374494,0.000647258,0.00026749412,0.00018107104,0.0002949433,0.00027268915,0.00089678366,4.0758623e-05,0.0004318827,0.00035851123,0.0006770955,0.00049426313,0.00029515373,0.000187518
covid,0.042161264,7.445617e-05,0.0097899735,0.00036403263,0.031697255,0.000917196,0.0011004966,0.0013565174,0.0147020295,0.01299579,0.011034355,9.5232186e-05,0.0052229906,0.00037449697,0.009900526,0.00086088944,0.0007758805,0.0007576171,0.0058653248,0.003779406,0.00231981,0.00010732756,0.0018104746,0.00034001868,0.0026603518,0.0010383232,0.00041575023,0.00046351878,0.0013892917,0.0010724764,0.0006602426,0.0002178358,0.00076303055,0.00031076436,0.00084997446,0.0011585981,0.00019802639,0.00043709605,0.00035438125,0.00040071888,0.00017619808,0.0002190112,0.0003224585,0.00017767647,0.0006937171,0.0012412586,7.980556e-05,0.00040362324,0.00019088009,0.00025314422,9.037011e-05,0.00020533009,0.00012303826,0.00018549596,0.0007003461,0.0010398801,3.973004e-05,0.00028950974,0.00016021212,0.00025751346,6.594068e-05,0.00013122095,9.124416e-05,0.00019161345,0.0006695214,0.00068053126,3.6639678e-05,0.00036624417,0.0003129659,0.00021936237,8.100527e-05,0.00010639319,0.00011424924,0.00031192397,0.0003535959,0.0004583783,4.9331145e-05,0.00054913503,0.00039045291,0.0001605581,0.00013273091,0.00014433381,0.000127108,0.0003898687,0.00023545335,0.0002697562,8.137714e-05,0.00072761835,0.00046904924,0.0001188122,0.0001636275,0.0002484014,0.00010638407,0.00048389123,0.00011306174,0.00020426174,0.00017084098,0.0008292679,0.00035892168,0.00012029272,0.00015433866,0.00036477752,8.584657e-05,0.0005351665,9.781108e-05,0.00022306084,0.00029654312,0.0010427934,0.0002527588,0.00019831542,0.00019126608,0.00034386577,8.560785e-05,0.00039085874,0.00014487426,0.00023036494,0.00045027037,0.0013301031,0.00015822264,0.0003491079,0.0001878841,0.00031423225,0.00013659861,0.0003160584,0.00018718233,0.00023275426,0.0005854078,0.0011251986,0.00013775124,0.00042350971,0.00021967155,0.00036994694,0.00019589608,0.00028036672,0.00017084948,0.00031672767,0.0004614014,0.00062215095,0.00017498672,0.00034648273,0.00032411597,0.00064911955,0.00026978712,0.00020940106,0.00020341425,0.00037167536,0.0003107885,0.00047846633,0.00018204177,0.000312921,0.0003816872,0.0010989811,0.0003714322,0.00022270666,0.00027248904,0.00048117418,0.00029501176,0.0006843076,0.00016781896,0.00026489937,0.00042315817,0.00085523934,0.0006955748,0.00016907025,0.00034102701,0.00035416006,0.00032086374,0.0011129443,0.0001716764,0.00020748108,0.00047897708,0.0007443937,0.0015583859,0.00011571004,0.0003520196,0.00030383587,0.00040697932,0.001052372,0.00022815738,0.00018237208,0.0004036309,0.00047697275,0.0024670088,6.909534e-05,0.00029810384,0.0003604347,0.00052316464,0.00072912505,0.00028807955,0.00018806351
public,0.016865605,9.1713846e-05,0.014040733,0.0013739503,0.00021228234,0.00014539123,0.0005689439,0.00089510134,0.004303254,0.008607939,0.005761969,0.0001327284,0.0065417145,0.0009284579,0.00025779792,0.00018324413,0.0004591138,0.0005847841,0.0027277628,0.003132899,0.0015822636,0.00016170053,0.002476494,0.00059160945,0.0003146968,0.00026373038,0.00034505714,0.00042856624,0.0010146977,0.0010748955,0.0005980832,0.00022658792,0.0011195253,0.0003943133,0.00037116717,0.00034095286,0.00022968987,0.00041802722,0.0003717352,0.00040998828,0.00022486605,0.00018998243,0.0005860766,0.00022694304,0.0004632275,0.00043974325,0.0001599353,0.00041471006,0.00022764142,0.00028371965,0.00014696772,0.00017487217,0.00023056868,0.00020618571,0.00044703073,0.00047646894,0.00011295878,0.0003367537,0.00018063081,0.00026828994,0.00012406091,0.00012733262,0.00013993353,0.00023448071,0.00048000566,0.0003528242,0.00011405354,0.0003442551,0.00027659032,0.00021684468,0.00012444213,0.00011787313,0.00013182925,0.00043018447,0.0003245573,0.00027754332,0.0001305021,0.00041562732,0.00030027342,0.00013546426,0.00015660326,0.00016139295,0.00014562615,0.0005789913,0.00024859136,0.00021067793,0.00012484097,0.00042523016,0.00029836193,9.9647616e-05,0.00021027103,0.00022139678,0.00011631193,0.00056034105,0.00016230973,0.00018697733,0.00016810186,0.0004450015,0.00028188588,0.0001148607,0.00017319986,0.00022323338,0.00010048465,0.00052145944,0.0001558106,0.00018695588,0.00021922689,0.00042509884,0.00020892812,0.00015198719,0.00019095601,0.00022754031,0.00012650056,0.00040329254,0.00020088437,0.0002142201,0.00028852394,0.000553654,0.00015492685,0.0002332899,0.00022212778,0.00024168652,0.00021223174,0.00034991934,0.00020014486,0.0002768234,0.00035001064,0.0005589758,0.00013891558,0.00031555604,0.00030081274,0.00029978732,0.00029103018,0.00030933815,0.00018964612,0.00036578276,0.00028379765,0.00041186623,0.00016169148,0.00025149144,0.0004085159,0.00054733665,0.00034426054,0.00023755986,0.00026111826,0.00037216567,0.00022705054,0.00033989266,0.00017531791,0.00028125482,0.00040085177,0.0008911636,0.00039217432,0.00022196844,0.00030133262,0.00041245256,0.00020710319,0.0004015374,0.00016678081,0.00028100255,0.0004024236,0.0006885279,0.00054131227,0.00018999171,0.00036325603,0.00031159585,0.00021298853,0.0005372527,0.00018413027,0.00023837549,0.00039149474,0.0005069849,0.00089927483,0.00015319194,0.0003971242,0.00027868734,0.0003017876,0.0005292933,0.00025975882,0.0002079109,0.00032504473,0.00030147212,0.0011539833,0.000103907965,0.00038894895,0.00032980373,0.00036654685,0.00041571917,0.00029319306,0.00023355104
response,0.01652401,5.1082843e-05,6.433955e-05,0.00010183312,0.0008228342,0.0016773657,0.00035897526,0.0002584533,0.00012762587,0.0008684946,0.0077444776,0.00011858897,0.00014726611,0.00014594766,0.0006551697,0.0014497193,0.00040312723,0.00026887344,0.00018240682,0.0007810814,0.0021498022,0.000180228,0.00019290297,0.00020296063,0.00051203155,0.0010651185,0.00034645034,0.00028922988,0.00017564675,0.0005166383,0.00075652526,0.00024655875,0.00017445648,0.00026776604,0.0005079402,0.0007715459,0.0002630248,0.00032888938,0.00013228378,0.00033767807,0.0002892689,0.00022489512,0.00015372691,0.00024367923,0.00066844566,0.00061948854,0.00016421497,0.0003637049,0.00010880338,0.0002551052,0.00015304281,0.00021283368,0.00012972136,0.00023878508,0.0006219146,0.00047056057,0.00011212788,0.00031215136,0.00011236394,0.00023125646,0.00011877135,0.00018102436,0.00012232916,0.00024901287,0.00054941874,0.00028527962,0.000101044636,0.00035396492,0.00017644327,0.00018560376,0.00013093512,0.00017104052,0.000120651624,0.00032611756,0.00029450242,0.00019599355,0.000106741914,0.00037752866,0.0001941068,0.00013855417,0.0001675644,0.00019385628,0.00012347211,0.00034221384,0.00020959329,0.00016749148,0.00013222838,0.00038899606,0.00022116333,0.00013663757,0.00018072645,0.0002577743,0.00013616821,0.00036508814,0.00014619454,0.0001764443,0.00017385792,0.00043805328,0.00020663498,0.00013875657,0.00019669294,0.00030860188,0.0001349321,0.0003495287,0.00014250261,0.00021809635,0.00019474825,0.00046562878,0.00023139585,0.00019108607,0.0002967761,0.00027857543,0.0001232048,0.00030745182,0.00018513195,0.0002447773,0.0002887166,0.00048265292,0.00022124751,0.000276757,0.0003089685,0.00027656363,0.00013295203,0.00029112608,0.00018971255,0.00024389014,0.0004505085,0.00042013696,0.00022214494,0.0003025476,0.00025127447,0.00027837057,0.00015406757,0.00030701997,0.00018327257,0.00027946848,0.00045864054,0.00029008818,0.00025759797,0.00025946333,0.0002139674,0.00039268442,0.00019314812,0.00024602865,0.00020175843,0.00027296078,0.00034006016,0.00022423729,0.0002554371,0.00025115756,0.00020021794,0.00048688555,0.00020690054,0.00021658032,0.0002494888,0.00027724533,0.00033537656,0.0002479746,0.00021174991,0.00023965919,0.0002514191,0.00037221625,0.00031686496,0.00018029443,0.0002607733,0.000222041,0.00037880306,0.00030703013,0.00019642185,0.00023003994,0.00036797117,0.00033089094,0.0005543723,0.00012249417,0.00021485703,0.0002090657,0.00045343445,0.00027296622,0.00020408128,0.00027785503,0.00033924388,0.00023860058,0.00071493693,8.507713e-05,0.00016695226,0.00022457472,0.0004937082,0.0002306817,0.00021689985,0.00030733575
countries,0.013290361,0.010837573,0.00010530137,0.0002689038,0.0001584509,0.0022782898,0.0006638599,0.001840344,0.0003504547,0.0004622099,0.00610313,0.004888184,0.00016783837,0.00018389254,0.00021014042,0.001578696,0.00056408043,0.0011383082,0.00036405443,0.00039030967,0.0017077324,0.0011504375,0.000206558,0.00015496017,0.00030509397,0.00082359364,0.00050069345,0.0008475466,0.00024590903,0.0002884715,0.0006767613,0.00042427544,0.00019162979,0.00017258625,0.0004994008,0.00046845095,0.00033308714,0.0007900547,0.00014551441,0.00020520945,0.000276888,0.0002470672,0.00020595403,0.00015542995,0.0007160744,0.00028829713,0.00017034561,0.00085657614,0.00010625093,0.00015688385,0.00014944225,0.00019392284,0.00018203305,0.00017991057,0.0005820963,0.00020602404,0.00011249837,0.00069794775,0.00010304078,0.00011986483,0.00013476014,0.00015116032,0.00017982548,0.00025232925,0.00047618916,0.00015681458,0.00011045123,0.0005493086,0.00015364465,9.751637e-05,0.0001487935,0.00014036398,0.00018084777,0.0004370938,0.0002303938,0.00017488028,0.00012116837,0.00039880976,0.00016415487,7.981051e-05,0.00024230772,0.00015227092,0.00020751507,0.0004597874,0.00017379285,0.0002168969,0.00010848256,0.00029112794,0.00020753923,0.00010068133,0.00028998425,0.00016025477,0.00017574837,0.00037682964,0.00014684843,0.00029452704,0.00010836222,0.00021987673,0.0001705941,0.00011890606,0.00023435139,0.00014079337,0.00013897289,0.00027594258,0.00016755694,0.00030176342,0.00010027595,0.00018451622,0.00015874537,0.00014886064,0.00023940254,0.00013427716,0.00014952185,0.00021516865,0.00020292943,0.00027076877,0.00014324617,0.00019582926,0.0001411815,0.0002060525,0.00023474019,0.00015514324,0.00017227355,0.00021766716,0.00022929725,0.00025127758,0.0002385756,0.00022501321,0.00015865,0.00025621746,0.00021573504,0.00020145497,0.0002053771,0.00018238268,0.00026393757,0.00027046553,0.00032530868,0.00018977557,0.00021030802,0.00021222446,0.00022295186,0.0003791375,0.00025334043,0.00014287302,0.00034017046,0.00023939063,0.00028512778,0.00017995026,0.00020502979,0.00018009647,0.00021214415,0.0005553077,0.00032870792,0.0001585945,0.00048105218,0.0002017519,0.00029528348,0.00023656065,0.0001668862,0.00016837927,0.00026244647,0.0003867703,0.00052220566,0.0001659422,0.0004781664,0.00015145961,0.00028981283,0.00033474062,0.00015644815,0.00020787107,0.0003131483,0.0003241556,0.0008438879,0.00015061117,0.00039956145,0.00015061322,0.00034995563,0.00034406665,0.00018983321,0.00026731117,0.00028999234,0.0001916248,0.0011398782,0.00012657375,0.00028898055,0.00016042819,0.00039421418,0.00027365098,0.0001976033,0.00033380438
information,0.010175546,0.00017165673,5.6244662e-05,0.00031136724,0.00026329458,0.0002006638,0.0002136977,0.0012399798,0.0005801411,0.00021368197,0.005173697,0.00029946194,0.00013022634,0.00029854322,0.00028034358,0.0002367209,0.00025856536,0.000984729,0.0005167138,0.00026112315,0.0017180353,0.00031489966,0.00021261665,0.00024795596,0.00032613828,0.0002781539,0.00023378347,0.0007618935,0.00030592864,0.0002488458,0.0006638318,0.0003192911,0.00021934563,0.00021957568,0.00040875032,0.00029176573,0.0001822653,0.0006645947,0.0001695602,0.00022239888,0.0002834699,0.0002529689,0.00018857697,0.00018219993,0.00051842007,0.00030858186,0.00012472349,0.0006432978,0.00012361686,0.00019188372,0.00016371586,0.00023312788,0.00013703803,0.0001826232,0.00045037392,0.000283232,9.20385e-05,0.0005089957,0.00011947396,0.00020171961,0.00016006498,0.0002117469,0.00011911928,0.00020768202,0.00037998066,0.00021397612,9.208689e-05,0.0004629499,0.00017612013,0.00017714583,0.00018413305,0.00021191142,0.0001344179,0.00030027816,0.00022020818,0.0001866057,9.000506e-05,0.0004358319,0.00016843573,0.00012795943,0.00024727776,0.00025763374,0.00017327185,0.00033219447,0.00014377727,0.00018174775,9.545308e-05,0.00037215804,0.00017722537,0.00011507262,0.0002879926,0.00033735886,0.00017272355,0.00034140097,0.00012233775,0.00021813542,0.00012937482,0.00035437595,0.0001798185,0.00011760548,0.00027901682,0.0003086869,0.0001482675,0.00031135784,0.00014892513,0.00024327332,0.00016699429,0.0003415309,0.00019992882,0.00015299975,0.0003401712,0.00025056285,0.00013418298,0.00029904707,0.00018819621,0.0002551455,0.0002492602,0.0003549789,0.00020117295,0.00022531465,0.00034943546,0.00022953603,0.00015679939,0.0002981294,0.00020052052,0.00023967303,0.00036662485,0.0003127789,0.0002269548,0.00024465154,0.00030065508,0.00021069498,0.00019455829,0.0002529306,0.00020127892,0.00024803125,0.00036848875,0.00024231749,0.00029407587,0.00020834003,0.00026848295,0.00028940057,0.0002491665,0.00020604813,0.00025456745,0.0002505207,0.0002972841,0.00019530919,0.00029842035,0.00019142068,0.00026470766,0.00036922697,0.00030107144,0.00019705774,0.00037895338,0.0002795039,0.00028452364,0.00020684642,0.00025065095,0.00017623475,0.00031360195,0.0003765653,0.00042894194,0.00018019916,0.00045148577,0.00024342866,0.00029808815,0.0002320705,0.00019534148,0.0001895728,0.0003830953,0.00040434822,0.0006787841,0.00016444996,0.0004681601,0.0002625056,0.00032945964,0.00022090595,0.00021798626,0.0002486124,0.00035623426,0.00028362815,0.00087887706,0.00015180574,0.00041298944,0.0002737904,0.0003494709,0.00019865237,0.00022805041,0.00029902646
care,0.009675913,6.479289e-05,0.00011518219,0.00014703487,0.00065831083,0.0003530481,0.00016266615,0.00046640454,0.0027151124,0.014379912,0.0040584384,0.00012379383,0.00017986495,0.00016986798,0.00059259206,0.00035001364,0.00021054057,0.00038784812,0.0017095888,0.0056174756,0.0014320008,0.00014967228,0.0002279529,0.00019771485,0.00055845216,0.00041696924,0.00027077537,0.00037519043,0.00069433014,0.001680493,0.00071651593,0.00018525415,0.00021945611,0.00020797715,0.00047901523,0.00039413106,0.00027295636,0.00047262764,0.00027391367,0.0005399684,0.000309553,0.00016754154,0.00017341906,0.0001748016,0.0005365027,0.00050438463,0.00020405941,0.00046827027,0.00016525706,0.0002805065,0.00017303205,0.00017512855,0.00011907797,0.00022434627,0.0005227427,0.00055520737,0.00013322274,0.00032924375,0.00015445011,0.0002473585,0.0001235892,0.00015409203,0.00010256116,0.0002525258,0.0004815469,0.00043668642,0.00010844581,0.0002830198,0.00031588183,0.00021948702,0.0001191649,0.00015376857,9.905359e-05,0.00043171592,0.00026410597,0.00034326312,0.00010265977,0.00031498037,0.00038223583,0.0001412312,0.00013945003,0.00020829384,9.216199e-05,0.0004933555,0.0001965969,0.00023022896,0.000116377065,0.00034134506,0.00037367162,0.00012328016,0.00016538054,0.0003196801,7.614907e-05,0.00047947888,0.00012542961,0.000168241,0.00015109078,0.00042222237,0.00026586154,0.00012527964,0.00015822279,0.00036766933,6.905402e-05,0.0004321199,0.00013145138,0.00015108714,0.0001981974,0.00047195624,0.00019328014,0.00016557412,0.00021094008,0.0003787801,8.015929e-05,0.0003249262,0.00017235547,0.00018238503,0.00033758572,0.00053755037,0.00013549956,0.00024768576,0.00025437548,0.00031961588,0.00014808714,0.00023632722,0.00018742244,0.00023108066,0.00045003317,0.0005142254,0.00012253263,0.000312065,0.0002993758,0.00025109385,0.00021459923,0.00016767881,0.00018215308,0.00034406382,0.0003854354,0.0003834847,0.00016967456,0.00027632617,0.00034537635,0.0003036207,0.00027288313,0.00011504595,0.00021210975,0.0004667423,0.00032785378,0.00029633264,0.00024286404,0.00024261305,0.000315204,0.00039338967,0.00028565945,9.351398e-05,0.0002657952,0.0005885765,0.00034983005,0.00029928048,0.0002534885,0.00021398369,0.00031218422,0.00027943554,0.00033940698,7.672687e-05,0.00025159123,0.0004505957,0.00047735864,0.0003814959,0.00022744184,0.00019936454,0.00033891815,0.00019026115,0.0004542065,6.608152e-05,0.00026110176,0.00037637437,0.00068716874,0.00038033674,0.00022579427,0.00020301667,0.00030189566,0.00014698977,0.0005148155,5.206966e-05,0.00025325434,0.0003945592,0.0007704114,0.00030819414,0.00022655117,0.00021206544
guidance,0.009439016,3.4158453e-05,4.220535e-05,0.00010136677,0.000107232205,0.00011983788,7.308513e-05,9.703552e-05,7.371405e-05,0.00012896438,0.005698931,0.00010224086,0.00012366087,0.00018175523,0.00015466873,0.00017612065,0.00013162445,0.00014300927,0.00013548616,0.00019879479,0.0022569322,0.00019567703,0.00022840459,0.00026784767,0.00020420883,0.00022760162,0.00017540049,0.00019310958,0.00018246,0.0002389994,0.0008477974,0.00023529092,0.00023557451,0.0002901426,0.00027878888,0.00023440065,0.00021166704,0.00024684748,0.00016459209,0.0002579963,0.00037711798,0.00020516932,0.00019524037,0.00027679186,0.00034847078,0.0002517854,0.00020808524,0.0003153626,0.00016084404,0.00022574933,0.00025843785,0.00021031169,0.00016607811,0.00028514958,0.00034351856,0.00025503463,0.00017496974,0.00033151894,0.00017428887,0.00022809299,0.00023738033,0.00022066293,0.00014614173,0.00031801485,0.0003293524,0.00021287968,0.0001433471,0.00038319902,0.00022601633,0.00019727673,0.0002244293,0.0002168297,0.00015042844,0.0003922703,0.00022528654,0.0001877304,0.00011917439,0.00040576988,0.00022538357,0.00016048047,0.00023333445,0.00023283392,0.00016418335,0.00040873786,0.0001572158,0.00018683456,0.00013609428,0.00032062386,0.0002516735,0.00014676838,0.00024618264,0.00029960365,0.0001702961,0.00039269048,0.00013508537,0.00020846419,0.00017404468,0.00029431484,0.00025544953,0.00013468985,0.00026286993,0.00031197284,0.00016567226,0.00033350018,0.0001550332,0.00024714647,0.00020106549,0.00028787818,0.00025962587,0.00015904625,0.00034776016,0.00026302878,0.00014740702,0.0003096236,0.00020093108,0.00028629444,0.0002571554,0.00029388262,0.00024350504,0.00020184564,0.00035793448,0.00024592085,0.00015996897,0.00030432126,0.00020212548,0.00028669805,0.0003225456,0.00027936354,0.0002420143,0.00020855239,0.00027893652,0.0002475971,0.00017421678,0.00027511973,0.0002277658,0.00028814533,0.00030219168,0.00022929073,0.00024193777,0.00019210462,0.00021124884,0.0003377263,0.00021370366,0.00023076149,0.00029146724,0.00026992816,0.00026028266,0.0001889067,0.000263562,0.00019511866,0.0001886214,0.00041169694,0.00023524204,0.000192979,0.000369182,0.00028095278,0.00027175332,0.00018027164,0.00025586216,0.00019572295,0.0002248607,0.00038700097,0.00032762092,0.00019768663,0.00037206267,0.00023397437,0.0003399093,0.00019530159,0.00022400102,0.00019804227,0.00030234427,0.00036722902,0.00049516995,0.00018282236,0.00032226637,0.0002213854,0.00041710856,0.00021186919,0.0002066081,0.00024597763,0.0002996805,0.00028266798,0.00062330597,0.00017080053,0.00026965977,0.00021453615,0.00044897504,0.00019605551,0.00021348569,0.00027689393
prevention,0.009044821,4.6912675e-05,6.0173712e-05,0.0003996033,0.00038708624,0.00019300751,0.0015481547,0.0005100474,0.0019376022,0.00015845419,0.0052195373,0.000106039515,0.00012373932,0.00039836558,0.00037414016,0.00022704447,0.0012189669,0.00044733996,0.0013367116,0.00018633742,0.0018338487,0.00017977417,0.00019075598,0.00032623744,0.00037554366,0.00025549173,0.00061720225,0.0004677694,0.00059925456,0.00018918692,0.0006826324,0.00025150538,0.0002071232,0.00027948635,0.00042753693,0.00025589782,0.00029888237,0.0005493504,0.0002532092,0.00018126584,0.00028303333,0.0002377169,0.00017768594,0.00021230179,0.00046397053,0.00026858159,0.00016071582,0.0005679128,0.0001493237,0.00015255576,0.0001741715,0.00020792683,0.00013639031,0.00022080609,0.00038245533,0.00035367822,9.691186e-05,0.0004352526,0.00012210308,0.00018058937,0.00017148291,0.00017856415,0.00011851128,0.00023227588,0.00031077384,0.00033578562,9.1700414e-05,0.00037723806,0.00015068545,0.0001811975,0.00020104236,0.00018029327,0.00013541161,0.00029216855,0.00018922526,0.00031185706,9.172725e-05,0.00036291743,0.00013521209,0.00015051551,0.00026257767,0.00022993993,0.0001602045,0.00026459218,0.00015892577,0.0002988304,0.000108608154,0.00032461633,0.00014989356,0.00013062228,0.00030831905,0.00032749344,0.00017782008,0.00028424567,0.0001330173,0.00035900233,0.00015544971,0.00035677743,0.00018826377,0.000120602796,0.0002868144,0.0003694011,0.00015969753,0.00027076973,0.00012032154,0.0004212861,0.00020160135,0.00041569787,0.00024033865,0.00015151358,0.00036692232,0.0003160451,0.00014506046,0.00027647152,0.00014526444,0.00044606894,0.00023339155,0.00044908034,0.00024575696,0.00025193108,0.00040694725,0.00030083678,0.00015940238,0.0002826364,0.0001673118,0.00037137224,0.00027873737,0.00036612587,0.00025611967,0.00028508774,0.0003715453,0.00026533921,0.00017304569,0.00025377286,0.00018619033,0.0003449721,0.00029818946,0.00026638142,0.00029559783,0.00024206097,0.0003839621,0.00034888383,0.00019014414,0.0002180053,0.0002567479,0.00029539492,0.0002701386,0.00021613824,0.0002822323,0.00023355302,0.00038384888,0.00045967058,0.00021738236,0.0001917272,0.0003962139,0.0002660611,0.0002776796,0.00022812311,0.00024866627,0.00020604022,0.00042813498,0.0004912354,0.00032572896,0.00016185813,0.00048045506,0.00020911824,0.00031230782,0.00023075206,0.00020860387,0.00019936354,0.00048206234,0.00051839836,0.0005335496,0.00013861801,0.0005354358,0.00023056612,0.00034160964,0.00021599904,0.00021637036,0.00021813501,0.00043936097,0.0003555684,0.0006636779,0.00013134754,0.0004773466,0.00023334661,0.00034342322,0.00018654321,0.0002137972,0.0002528099
