,M0(t=0),M0(t=1),M0(t=2),M0(t=3),M0(t=4),M0(t=5),M0(t=6),M0(t=7),M0(t=8),M0(t=9),M0(t=10),M0(t=11),M0(t=12),M0(t=13),M0(t=14),M0(t=15),M0(t=16),M0(t=17),M0(t=18),M0(t=19),M1(t=0),M1(t=1),M1(t=2),M1(t=3),M1(t=4),M1(t=5),M1(t=6),M1(t=7),M1(t=8),M1(t=9),M1(t=10),M1(t=11),M1(t=12),M1(t=13),M1(t=14),M1(t=15),M1(t=16),M1(t=17),M1(t=18),M1(t=19),M2(t=0),M2(t=1),M2(t=2),M2(t=3),M2(t=4),M2(t=5),M2(t=6),M2(t=7),M2(t=8),M2(t=9),M2(t=10),M2(t=11),M2(t=12),M2(t=13),M2(t=14),M2(t=15),M2(t=16),M2(t=17),M2(t=18),M2(t=19),M3(t=0),M3(t=1),M3(t=2),M3(t=3),M3(t=4),M3(t=5),M3(t=6),M3(t=7),M3(t=8),M3(t=9),M3(t=10),M3(t=11),M3(t=12),M3(t=13),M3(t=14),M3(t=15),M3(t=16),M3(t=17),M3(t=18),M3(t=19),M4(t=0),M4(t=1),M4(t=2),M4(t=3),M4(t=4),M4(t=5),M4(t=6),M4(t=7),M4(t=8),M4(t=9),M4(t=10),M4(t=11),M4(t=12),M4(t=13),M4(t=14),M4(t=15),M4(t=16),M4(t=17),M4(t=18),M4(t=19)
monday,0.0020373303,0.002459919,0.0028031687,0.002412939,0.0022925506,0.0009149791,0.0018365729,0.0014054442,0.0012551696,0.0013622035,0.0014403663,0.0028145562,0.002995931,0.002962455,0.0035722498,0.0017432913,0.0018473486,0.0024267777,0.002312023,0.0012258964,0.0024652418,0.00222415,0.0014731379,0.001839296,0.0013591759,0.0012372293,0.00064740947,0.0010715153,0.0030110267,0.0016241497,0.0015181194,0.0017356494,0.002549418,0.00062063354,0.0012674067,0.0028233116,0.0017708581,0.001647251,0.0028207945,0.0013649645,0.0008179827,0.0045124968,0.001082101,0.0007373307,0.0009233736,0.0019402095,0.0013563408,0.0011745992,0.0014389422,0.0043840576,0.0018215582,0.003549864,0.001876551,0.001671177,0.003006266,0.001954466,0.0015771282,0.0011117179,0.0014214092,0.0009415168,0.0010002796,0.0014173866,0.003068985,0.0018289861,0.0014794222,0.0017217484,0.0018403031,0.0020448712,0.002544027,0.0017600287,0.0007902654,0.0022419314,0.0018816576,0.0014148019,0.0033243021,0.0011098577,0.0028847626,0.0046153557,0.0026553029,0.0011410748,0.0020902914,0.0010110707,0.0014522705,0.0016570218,0.0006681736,0.0012665383,0.0014377446,0.0014570086,0.0023560883,0.002357839,0.0014165182,0.0012416679,0.0009928886,0.00072451244,0.00274196,0.0021414221,0.0013037887,0.0027479625,0.0023272233,0.002753138
released,0.0008502031,0.00068061316,0.0007564803,0.0010374781,0.00052057387,0.0011700866,0.0013663867,0.0010169994,0.0011429319,0.0023865523,0.001962374,0.0017117541,0.001835536,0.003479334,0.0017597509,0.00077370624,0.0023753955,0.0012018889,0.0013708725,0.0031223197,0.00221152,0.0021196501,0.0017829227,0.0034249835,0.0027278443,0.0025191463,0.0023036986,0.0023439315,0.0016196156,0.0016715558,0.0019291328,0.00090934365,0.0013781309,0.0032606896,0.0013709955,0.0016509476,0.0010526128,0.003025898,0.0036251673,0.0013322382,0.0014419993,0.0032630798,0.0011802703,0.0007377984,0.0020081974,0.004389768,0.0016491241,0.0026582112,0.0012854707,0.0025873343,0.0019890394,0.0024501658,0.0013002927,0.002540092,0.001593466,0.0011689956,0.0015839693,0.0020598415,0.0019972024,0.0016086188,0.001623228,0.0012297967,0.0015471679,0.0021096575,0.0016083235,0.002743794,0.0012361885,0.0017296667,0.002076537,0.0031177315,0.0044381884,0.0024869805,0.0028417439,0.004331035,0.0016748983,0.0011784362,0.0031139457,0.0013245136,0.0009866181,0.00092819234,0.0032982572,0.0015284366,0.0069536106,0.000451974,0.0016147152,0.0009039911,0.0006123833,0.0012282269,0.00076710037,0.0019373234,0.0013541499,0.0029468962,0.0017293529,0.0012363963,0.0014100502,0.0016422631,0.00091196096,0.002680963,0.0027418444,0.0015708031
urged,0.0005834693,0.000883521,0.00080114766,0.00092380546,0.0007584403,0.0024389282,0.0015800283,0.00075686193,0.0028014258,0.0033143237,0.002983015,0.0020366076,0.002443513,0.0018542218,0.003141606,0.0014636551,0.0017317071,0.0031552468,0.0011408521,0.0015863322,0.002353827,0.0013740716,0.0011283061,0.0016867021,0.0067369496,0.0022611977,0.0010487924,0.0014447536,0.002580659,0.0017288036,0.0009696159,0.0012787646,0.0018911286,0.002888408,0.0018503708,0.0015190121,0.0025816779,0.004054792,0.002052629,0.0013619238,0.0016553153,0.0033661793,0.0015592172,0.0013131967,0.0045085633,0.0010063801,0.0012975859,0.0023020145,0.002928857,0.002233227,0.0012709622,0.0026673947,0.0015544576,0.001051752,0.0017094364,0.0012234743,0.0043682125,0.0016072798,0.0005144228,0.0009784033,0.0009411867,0.0043989024,0.0016015355,0.0017039785,0.0022772355,0.0010892942,0.0020088225,0.0009421007,0.000645744,0.0026325015,0.001650701,0.001621425,0.00075597916,0.0008122837,0.00046803578,0.0024941051,0.0028969615,0.0013254741,0.0015707274,0.0017297725,0.002276821,0.0032704086,0.0048008794,0.0011717393,0.0019703323,0.0012502489,0.0036989138,0.0029168443,0.0009846463,0.0009299553,0.0010090683,0.00267474,0.00176861,0.0022796956,0.0054052635,0.0015456664,0.0014118956,0.0030511385,0.0013347927,0.0011464183
prohibited,0.0018790646,0.0025615178,0.0016987929,0.0016398382,0.0030833082,0.0025113055,0.0014462227,0.002596689,0.0019735852,0.0016787283,0.00063051307,0.0009468375,0.0011197686,0.001636684,0.0030968843,0.0011544968,0.0012053694,0.0017653074,0.00058123394,0.0025282728,0.0014368839,0.0024301603,0.0012858366,0.0013998433,0.0028976223,0.00065705,0.0013186702,0.0011088507,0.0016211512,0.0025260444,0.0025549603,0.0025327075,0.0011037879,0.0025621678,0.003226142,0.002385808,0.0010107117,0.0008243027,0.0018029348,0.0033360885,0.0019883793,0.0015116335,0.0027213106,0.0031879405,0.0042013354,0.0014533156,0.003987268,0.001868697,0.0032106433,0.0013932647,0.0015385051,0.0026314424,0.0028005177,0.000767529,0.0015288411,0.0013451141,0.0015777803,0.00054050673,0.0016301359,0.0034226456,0.0026176,0.0039106095,0.003553387,0.0022645448,0.000934787,0.0026094262,0.001505953,0.000943164,0.002943284,0.0017108638,0.0014947434,0.0019958934,0.0020401357,0.002767237,0.0015057258,0.0027504547,0.0011702253,0.0011971929,0.00080110127,0.0011230636,0.0013899966,0.0014019541,0.0047064372,0.0036703108,0.0040926673,0.0027578531,0.001761906,0.0025731947,0.003053873,0.0012566192,0.003044401,0.0031221523,0.0018318512,0.0018289124,0.0005781153,0.001171706,0.001963348,0.0007783263,0.0021128776,0.0018593223
domestic,0.002371527,0.0026882892,0.0016529043,0.0022321423,0.0020320003,0.0015283744,0.0042363694,0.0012339038,0.001248933,0.0020989913,0.004214245,0.0008486227,0.0035103988,0.0017281604,0.0051651406,0.0015520888,0.0024868823,0.003063031,0.0018941438,0.0015476231,0.0021108654,0.002032792,0.0013898874,0.0014801383,0.0032325364,0.0025620656,0.0012176236,0.0011957678,0.0025568507,0.0016429684,0.00072177727,0.0010920543,0.0020109587,0.0020939652,0.0017441246,0.00091078354,0.0018849104,0.001860562,0.0019294958,0.0016326061,0.0024585705,0.0013013709,0.0024222266,0.0019857353,0.0025725884,0.0015676479,0.0012571283,0.0027773574,0.0029018426,0.0008950167,0.0017101612,0.00092880975,0.0014460256,0.001350549,0.0012831956,0.0017487209,0.001240715,0.0023865313,0.0031284883,0.00072520034,0.0015735221,0.00079552806,0.0012366681,0.0009208159,0.0018745435,0.002787711,0.0013384245,0.0011151995,0.0014241674,0.0018480652,0.0029947213,0.002010589,0.00082021486,0.00060544914,0.0024681506,0.0011459725,0.0033003448,0.0024910856,0.0023558815,0.0019734998,0.0019350215,0.0015083472,0.004672513,0.0019268384,0.0026017595,0.001631823,0.0011402483,0.001591286,0.0012970194,0.000916094,0.0018859034,0.0024586914,0.0015023915,0.0024440617,0.0022397607,0.00220799,0.001412755,0.0010184417,0.0028235002,0.0011421073
markets,0.0016313255,0.0011612615,0.0026316463,0.0018361538,0.0021244707,0.0025922926,0.0023681424,0.0012557757,0.0009224516,0.0038804808,0.0009993572,0.0025929378,0.0020354032,0.0011338393,0.0013550936,0.002148968,0.0017052809,0.0007444355,0.0014617271,0.003026635,0.00059468404,0.0030389936,0.0005874959,0.0017650813,0.0024262415,0.0009864751,0.0023441357,0.0043541533,0.001801709,0.0039223926,0.00074872625,0.0018849341,0.0018187062,0.0018994219,0.0011013843,0.00093038165,0.0019161071,0.0009989166,0.0013189829,0.0014555807,0.003486185,0.0018655544,0.0018698868,0.0027601065,0.0009434052,0.004092874,0.0014860489,0.0015181769,0.0017946911,0.0014036854,0.0030121994,0.0021267238,0.0020736193,0.0007026178,0.0011184164,0.002067013,0.0021638863,0.0017480492,0.0009959092,0.0022965397,0.0023253248,0.0021705257,0.0007644091,0.0026611476,0.0013819385,0.0015126319,0.001584393,0.0012975347,0.0010049957,0.0043141134,0.0018619241,0.0012905344,0.0014445663,0.0016474385,0.0024837046,0.0029747335,0.0007180446,0.0007250318,0.0018220865,0.0037094152,0.0021152864,0.0021364884,0.0045456914,0.0013692849,0.0016976462,0.00172061,0.0024443604,0.0033078957,0.0012555221,0.0025893936,0.0019461021,0.0014194841,0.003009649,0.0024680907,0.0029495358,0.0027602585,0.000713282,0.0028454117,0.003531084,0.0008429443
starting,0.0008121543,0.0012654634,0.0011590546,0.0010201307,0.0006415119,0.0026194602,0.0015216544,0.0017783861,0.0007951543,0.00125067,0.0029058952,0.0011672453,0.0013492738,0.0017713738,0.0011443243,0.004254157,0.0014412964,0.0038232733,0.0018704206,0.00053709454,0.0016867858,0.0011369266,0.0019017278,0.0013379486,0.0010406184,0.0018804448,0.0025417916,0.0037635458,0.003949662,0.0036543966,0.0023880033,0.0010840014,0.0025539317,0.0032184115,0.0010007265,0.001459837,0.0025431986,0.000991501,0.0017345127,0.003034067,0.000969543,0.0037403817,0.0033554612,0.0022463887,0.0038364124,0.0016119949,0.0023207031,0.0029832332,0.0008072957,0.0020237586,0.0025824232,0.0026351158,0.0020417585,0.0020840147,0.0022608056,0.0009418269,0.0016997822,0.0016092717,0.0031463741,0.0015667285,0.0026842202,0.0009681919,0.002435236,0.0032573056,0.0012678804,0.0010322892,0.0013493119,0.001752792,0.004370169,0.0017926809,0.0012652986,0.0011987662,0.0029198395,0.002218393,0.003266341,0.00256173,0.0019037668,0.0015850655,0.004976378,0.000995854,0.00080892653,0.001801164,0.0024460817,0.001497086,0.0017899327,0.0016210278,0.0033868244,0.0056751184,0.0013923604,0.003177998,0.00096399384,0.0005497212,0.0037668871,0.0017474628,0.0008981197,0.001638085,0.0012020092,0.0028796727,0.0022186262,0.0021580388
fiji,0.0009503643,0.0012598534,0.0013710959,0.0012666725,0.0013562859,0.0028929657,0.0008221635,0.0031427634,0.00096041244,0.002263822,0.0019414704,0.0024251651,0.000752214,0.005296782,0.0009880568,0.0014502502,0.0020979734,0.0024857959,0.0014523346,0.001654052,0.0016389675,0.0015544511,0.0011219869,0.0013746991,0.0006647492,0.002141922,0.0023157399,0.0019121314,0.0023703028,0.0034794174,0.0016554743,0.0015912808,0.0011126959,0.0037340727,0.0014268502,0.00086799066,0.0029657725,0.0025281452,0.0019742805,0.0011126456,0.0014058872,0.0032067208,0.0020367156,0.0010653625,0.0015150403,0.001300597,0.0023078898,0.0009105633,0.0016451532,0.0027725073,0.0024801525,0.0017245739,0.001231697,0.0016667861,0.0023350206,0.0028378023,0.003044627,0.0020882222,0.0019572538,0.0038283998,0.001021757,0.0030889635,0.0009974604,0.0017214335,0.0007129816,0.00079782866,0.0020297358,0.0020274834,0.0016256263,0.0009725417,0.002223147,0.0020983722,0.00080383057,0.002842634,0.0008246631,0.0012563951,0.0019863502,0.002102197,0.0010442714,0.0022994739,0.0014201611,0.0012235676,0.00069128355,0.0007242162,0.0014793327,0.001545706,0.0013895602,0.0051713237,0.0009943469,0.0016881888,0.0024100207,0.001282867,0.0020562029,0.003686009,0.0029152397,0.0007016091,0.0041443096,0.0011349951,0.0019663086,0.0012254186
service,0.0025424252,0.0030138553,0.0024333086,0.0022834404,0.0017853596,0.0017292047,0.0017867343,0.002309147,0.007113569,0.0015652803,0.0024517616,0.0038505082,0.002080385,0.0015875163,0.0018205106,0.0017176418,0.0018933767,0.0037013453,0.0010703028,0.0051012277,0.0012930293,0.0010961113,0.0036321925,0.0014068646,0.00343594,0.002035564,0.00085099257,0.0043406,0.0014392538,0.0011686746,0.0007870474,0.000687521,0.0013716551,0.0010103019,0.0030800428,0.0009795622,0.0018240901,0.0014369619,0.0011410333,0.0028447525,0.0029704205,0.0024390323,0.001843761,0.0011160993,0.0024035128,0.0009067351,0.0012650267,0.0025745432,0.002604339,0.0049642334,0.0011552201,0.0026349998,0.0024831071,0.0016019695,0.0034935316,0.0029894137,0.0012109568,0.0012352259,0.002350065,0.0036089967,0.0018777173,0.0026097342,0.0014669382,0.0020275326,0.002647178,0.0017120385,0.0028635552,0.0029491575,0.0012409317,0.0018685797,0.002333524,0.002157145,0.0034693722,0.001408659,0.0016418392,0.0026294705,0.0020395652,0.00092327566,0.001492574,0.00060687325,0.0020827043,0.0015659578,0.0014151228,0.0030112145,0.002508886,0.0015659882,0.0014441223,0.0019864885,0.0006418101,0.0012494554,0.0036795319,0.0023954024,0.004826492,0.0033898642,0.0012070823,0.0024560145,0.0022091614,0.0013553184,0.0017198161,0.0030139887
income,0.0010668,0.0011237386,0.0011317561,0.0018120914,0.0010793953,0.0022736,0.0014354084,0.0011771942,0.0017907502,0.0008020872,0.0009367067,0.0011707182,0.0011286002,0.0034969032,0.002765192,0.00042923097,0.0015369589,0.0019855476,0.0036549526,0.002231764,0.0013463288,0.0023669407,0.0025301,0.0022247168,0.0023974942,0.0006862894,0.0014814015,0.0011748787,0.00089164235,0.0026529299,0.0012838164,0.0036995544,0.0031685284,0.002273051,0.0037061074,0.0010257334,0.0029860053,0.0026337593,0.0023912995,0.001423086,0.0017287685,0.0016819846,0.0018129902,0.0027353847,0.0023898792,0.002541548,0.0021965227,0.0017823644,0.001701978,0.0018318181,0.0012299034,0.0015962349,0.0011640679,0.0019847283,0.00077228533,0.0018958983,0.00091341475,0.0017479879,0.0013124637,0.0030871604,0.0025976351,0.0016730222,0.0007381982,0.0020930895,0.00092928787,0.0028275803,0.001584664,0.0008045195,0.0019227343,0.0013144632,0.0020139562,0.0037037726,0.00053029787,0.0012252708,0.0016971343,0.003964297,0.0009481701,0.0037025784,0.0020879454,0.0030085943,0.0021767644,0.0020864552,0.0011531189,0.0018687652,0.0022663975,0.0014252153,0.0018254686,0.003801806,0.0018855992,0.0013215513,0.0027387324,0.0013694954,0.0018630377,0.0007914343,0.0033129724,0.0018250913,0.0031364537,0.00673916,0.0016226724,0.0017542586
friday,0.0028207395,0.0021041767,0.0021560225,0.0026600054,0.0034830892,0.0033427654,0.00089384674,0.00196495,0.0026048531,0.0013475538,0.0007689276,0.0011741394,0.0022580302,0.00089800125,0.0013692863,0.00077980594,0.00092087523,0.0025766988,0.001989025,0.0015968506,0.0027516459,0.0016832186,0.0025759556,0.0008389114,0.0024399336,0.0012946797,0.0010489069,0.0015751447,0.00045965295,0.0011355482,0.0036565722,0.0015660077,0.001016926,0.0010536674,0.0015124457,0.0022036284,0.0012625152,0.0007801687,0.0017452807,0.0024234816,0.0015562067,0.0020313754,0.00053878815,0.001210276,0.00089458766,0.0008204426,0.0016019732,0.0006998865,0.002308484,0.0020541607,0.0011872649,0.0015518103,0.0012367043,0.0019119639,0.0019130975,0.0016924598,0.0032794403,0.00072077976,0.00263324,0.0004380456,0.0009281351,0.002161039,0.0014283345,0.0030129235,0.0026793196,0.002730183,0.0017246085,0.0010709513,0.0017314923,0.0034074355,0.00084169337,0.0018880137,0.0025278619,0.0011600953,0.004844669,0.0011344695,0.0017956216,0.0013734563,0.0029915862,0.0008302484,0.00072629255,0.0017281433,0.0007259291,0.0038097505,0.0014561363,0.0029691777,0.0015398583,0.0038912962,0.002696412,0.0010442475,0.001978691,0.0020036919,0.002863879,0.0039472147,0.00108737,0.0015896003,0.0017945232,0.0049643526,0.0011166913,0.0016822626
million,0.0040251445,0.0064838193,0.0062005175,0.006798391,0.0077384817,0.0019149767,0.0012229496,0.002694069,0.000874208,0.0013384755,0.0017434014,0.0014835971,0.0016109502,0.0013910028,0.00086107064,0.0016533604,0.0018003735,0.0021269617,0.006781516,0.0060274117,0.0010235333,0.0016272442,0.0033103349,0.0017847556,0.0024822252,0.002713131,0.0038170766,0.0019311806,0.002852021,0.0010422494,0.0011305935,0.0018264684,0.002031984,0.0015450375,0.0017533958,0.00065662636,0.001180253,0.0016752898,0.0014802874,0.0011333146,0.0012565671,0.0017930826,0.0031827174,0.0019823841,0.0016253013,0.0013450113,0.0030786733,0.000820166,0.002198041,0.0031091822,0.0022589297,0.0010301505,0.0014717693,0.0059309746,0.002494941,0.0016321717,0.0015828457,0.0024380048,0.001535637,0.000962122,0.0019961984,0.001062212,0.000787134,0.0012202234,0.0011334739,0.0022584728,0.002514781,0.0017920936,0.0022690003,0.0015682073,0.0019742292,0.001888657,0.0010929254,0.0024891503,0.001889347,0.0021246187,0.0009919404,0.002668394,0.0045825774,0.0016218128,0.00034389246,0.001899165,0.00082203944,0.0015691548,0.0012993888,0.001945994,0.0017317424,0.0017373548,0.003741859,0.0026033022,0.0008698091,0.001984963,0.0008802969,0.0017133572,0.0013966903,0.0011241221,0.0012376739,0.0023385324,0.0014941064,0.001907967
centers,0.00086122093,0.0006014621,0.0016405466,0.0013749442,0.0019245652,0.0019116865,0.0017256687,0.0012328597,0.0054697464,0.0029911923,0.0027914557,0.0020979107,0.0011137576,0.004670444,0.0018205765,0.0014256287,0.0025917245,0.0020343694,0.0020121972,0.0023487357,0.0018969438,0.0038131652,0.0024186058,0.0010636159,0.003074883,0.0011692675,0.0012931145,0.0019722967,0.0026634585,0.001030239,0.001769469,0.0036482583,0.0011684634,0.0024688249,0.001073116,0.0016179282,0.0017292884,0.0016388892,0.0030057626,0.0016844223,0.0014038252,0.0016275166,0.0012530823,0.0023838202,0.000848256,0.0026397095,0.0023796363,0.0005087096,0.0013336075,0.0021099001,0.0015716536,0.003118602,0.0018056985,0.001160095,0.0030095843,0.002595827,0.00209434,0.0020279638,0.0015136113,0.0009295878,0.0007983947,0.0019991782,0.001274212,0.003272599,0.0013956107,0.001249283,0.0030274768,0.000958538,0.0016268748,0.004433501,0.0012996008,0.0027535248,0.0008836083,0.0020332364,0.0010905521,0.0037959106,0.0014046181,0.0009336246,0.0019143085,0.0015969158,0.0010879238,0.0016231382,0.0010814902,0.0014233892,0.0031437047,0.0013397912,0.0008040681,0.0011452041,0.0007455025,0.0019050882,0.002553547,0.0012262722,0.0036429544,0.00286549,0.002781001,0.0018492689,0.00073466613,0.004234411,0.001070442,0.0019908713
pay,0.0007088126,0.00092077814,0.0006642948,0.0008717231,0.00069639727,0.0005209891,0.003239858,0.00066574407,0.004846911,0.003726183,0.0024708414,0.0023231807,0.0013493664,0.0015333438,0.0017180525,0.0019395198,0.0028349953,0.0019490769,0.0014164296,0.0029047723,0.0014236247,0.0025034992,0.003929516,0.002574342,0.0032573475,0.001849639,0.0029323946,0.0022356063,0.0028850676,0.0009039701,0.003255889,0.0010115237,0.0033397044,0.0014100068,0.001604938,0.0040294454,0.00095523574,0.0018110865,0.0013907058,0.0028111073,0.0012812425,0.0010587492,0.0017099164,0.0015378221,0.0020866469,0.0013121999,0.00056745764,0.0008853545,0.001808195,0.0030731438,0.0009804583,0.0015765767,0.0019295746,0.0017608909,0.0006326037,0.0017735253,0.0012101104,0.0024049575,0.0015320376,0.0015205973,0.0014720786,0.0010653927,0.0014142233,0.0032419325,0.001747808,0.003169219,0.0012141685,0.0034348294,0.0012789534,0.0013092993,0.0009540963,0.0024014069,0.0033501144,0.003683375,0.0034616354,0.002481005,0.003911998,0.0013733463,0.002490228,0.0011547582,0.0025686896,0.0024731997,0.0014728759,0.0012927777,0.0026127035,0.0029102138,0.0018661644,0.0009448358,0.00391716,0.0011552558,0.00129267,0.0012070861,0.0018245531,0.0058919825,0.0016226977,0.0026454972,0.0013265727,0.0023395538,0.0027290313,0.0012622159
begins,0.0006704737,0.00085737655,0.0010727033,0.0013332178,0.0007218744,0.0015346243,0.0010278653,0.0019000365,0.0024934658,0.0007449264,0.0016162322,0.0034591842,0.0016810555,0.004937025,0.0022731447,0.0008938394,0.0031254848,0.0011499982,0.00096105936,0.0009818462,0.0014054191,0.0018442961,0.001187167,0.0040915273,0.0031637156,0.0014169771,0.0010876759,0.0026040045,0.0025768578,0.0053414158,0.0023445564,0.0018747313,0.0013376138,0.0017878925,0.0017070113,0.0031239812,0.0025709905,0.0018472075,0.0013025355,0.0030012985,0.0008569206,0.001427155,0.0009734907,0.0012146069,0.0024331103,0.0031747587,0.0014997028,0.0022817648,0.0010906494,0.0017749586,0.0013422845,0.0032601925,0.001134092,0.0012281501,0.0010961157,0.003109926,0.002493415,0.00261153,0.0024220226,0.002040064,0.0020555572,0.0015024449,0.0015917808,0.0015191842,0.0025117258,0.0009504384,0.0024807067,0.00093672314,0.001533531,0.003056562,0.0019237391,0.0033428366,0.0019786204,0.00065613876,0.0021119548,0.0014295689,0.0019087235,0.0032222779,0.0005984619,0.0013715295,0.0011076045,0.0011317055,0.0010004743,0.0017575728,0.0016749903,0.002864164,0.0018695261,0.0014359147,0.0026326538,0.0012343497,0.0017502112,0.0017407847,0.0012371034,0.001912014,0.0015041495,0.0019481032,0.0023640746,0.0037663747,0.0011094958,0.0020625098
care,0.002120885,0.0020421846,0.0011426642,0.0017371345,0.0022798225,0.0011393436,0.0010825644,0.0010250065,0.0016939848,0.0034257676,0.0010167282,0.0017282423,0.0011913545,0.0014953776,0.0019310137,0.0012674181,0.0013388968,0.0009647169,0.0048474753,0.0013920252,0.0018072426,0.0019242269,0.002204952,0.003887309,0.0024248213,0.003636885,0.0027513178,0.0008731602,0.0027721361,0.0016424899,0.0014522133,0.00078849023,0.00083326694,0.00226136,0.0013260981,0.003984453,0.0017215589,0.0018636698,0.0033958394,0.0018321649,0.004007207,0.0020139876,0.0013509662,0.0006899782,0.0016960177,0.0032313324,0.0009446479,0.0022055036,0.0010337271,0.0016495222,0.00093896495,0.002446891,0.0042003263,0.0018696784,0.00066595396,0.0015579987,0.0015609772,0.0031020122,0.0035677378,0.0015918949,0.0014453201,0.0011265923,0.0011352107,0.0015829572,0.00066208484,0.002234746,0.0016091156,0.0019362826,0.0029932747,0.0017821292,0.0018182014,0.0028520178,0.003973065,0.0039748386,0.0017301085,0.002223944,0.0017450842,0.0011815969,0.0017004951,0.0012525134,0.0012525301,0.0015540713,0.0014147436,0.001104291,0.0008399174,0.0017750657,0.0011181379,0.0036778012,0.001642343,0.003484101,0.0007911074,0.00209347,0.0028210501,0.0011965319,0.0017887376,0.0018409231,0.0011997045,0.0028084011,0.0012008466,0.0011820624
