source,time,topic,topic_value
nicaragua,9,4,0.318974107503891
nicaragua,10,0,0.06273683905601501
nicaragua,10,1,0.24280668795108795
nicaragua,10,2,0.15802603960037231
nicaragua,10,3,0.21357275545597076
nicaragua,10,4,0.3228577971458435
nicaragua,11,0,0.06277253478765488
nicaragua,11,1,0.2397644966840744
nicaragua,11,2,0.1583809107542038
nicaragua,11,3,0.21163266897201538
nicaragua,11,4,0.32744932174682617
nicaragua,12,0,0.06288104504346848
nicaragua,12,1,0.23735852539539337
nicaragua,12,2,0.15855427086353302
nicaragua,12,3,0.2100694328546524
nicaragua,12,4,0.3311367332935333
nicaragua,13,0,0.06290962547063828
nicaragua,13,1,0.23523643612861633
nicaragua,13,2,0.15882043540477753
nicaragua,13,3,0.20840948820114136
nicaragua,13,4,0.3346239924430847
nicaragua,14,0,0.06299178302288055
nicaragua,14,1,0.23365142941474915
nicaragua,14,2,0.1589512676000595
nicaragua,14,3,0.2072022706270218
nicaragua,14,4,0.33720314502716064
nicaragua,15,0,0.06308722496032715
nicaragua,15,1,0.23266300559043884
nicaragua,15,2,0.15911337733268738
nicaragua,15,3,0.2063804417848587
nicaragua,15,4,0.3387559950351715
nicaragua,16,0,0.0631915032863617
nicaragua,16,1,0.2321491837501526
nicaragua,16,2,0.15927520394325256
nicaragua,16,3,0.20588840544223785
nicaragua,16,4,0.3394956588745117
nicaragua,17,0,0.06329845637083054
nicaragua,17,1,0.23199227452278137
nicaragua,17,2,0.15942099690437317
nicaragua,17,3,0.20567098259925842
nicaragua,17,4,0.3396172821521759
nicaragua,18,0,0.06336365640163422
nicaragua,18,1,0.2319730520248413
nicaragua,18,2,0.15948553383350372
nicaragua,18,3,0.20539891719818115
nicaragua,18,4,0.3397788405418396
djibouti,0,0,0.06441592425107956
djibouti,0,1,0.2608175277709961
djibouti,0,2,0.15625225007534027
djibouti,0,3,0.22359953820705414
djibouti,0,4,0.29491493105888367
djibouti,1,0,0.0642462894320488
djibouti,1,1,0.25976449251174927
djibouti,1,2,0.15639185905456543
djibouti,1,3,0.22302907705307007
djibouti,1,4,0.2965683937072754
djibouti,2,0,0.06416689604520798
djibouti,2,1,0.25877368450164795
djibouti,2,2,0.1566459834575653
djibouti,2,3,0.22272096574306488
djibouti,2,4,0.29769256711006165
djibouti,3,0,0.06376668810844421
djibouti,3,1,0.25821182131767273
djibouti,3,2,0.15645618736743927
djibouti,3,3,0.22227782011032104
djibouti,3,4,0.29928743839263916
djibouti,4,0,0.06336823105812073
djibouti,4,1,0.25734373927116394
djibouti,4,2,0.15608368813991547
djibouti,4,3,0.22140319645404816
djibouti,4,4,0.3018011152744293
djibouti,5,0,0.06306274235248566
djibouti,5,1,0.2560988962650299
djibouti,5,2,0.1556982547044754
djibouti,5,3,0.22026154398918152
djibouti,5,4,0.3048785924911499
djibouti,6,0,0.06285439431667328
djibouti,6,1,0.2545870542526245
djibouti,6,2,0.15538299083709717
djibouti,6,3,0.2190006822347641
djibouti,6,4,0.3081747591495514
djibouti,7,0,0.06263591349124908
djibouti,7,1,0.251177042722702
djibouti,7,2,0.15675030648708344
djibouti,7,3,0.21790732443332672
djibouti,7,4,0.3115294277667999
djibouti,8,0,0.0626751258969307
djibouti,8,1,0.2484845072031021
djibouti,8,2,0.1567133069038391
djibouti,8,3,0.21621263027191162
djibouti,8,4,0.3159142732620239
djibouti,9,0,0.0627414733171463
djibouti,9,1,0.24612222611904144
djibouti,9,2,0.15674814581871033
djibouti,9,3,0.2146957814693451
djibouti,9,4,0.3196922838687897
djibouti,10,0,0.0628226175904274
djibouti,10,1,0.24416768550872803
djibouti,10,2,0.15683600306510925
djibouti,10,3,0.2133808583021164
djibouti,10,4,0.32279282808303833
djibouti,11,0,0.06291157752275467
djibouti,11,1,0.2425994724035263
djibouti,11,2,0.15695792436599731
djibouti,11,3,0.21227703988552094
djibouti,11,4,0.3252539038658142
djibouti,12,0,0.06300217658281326
djibouti,12,1,0.24137447774410248
djibouti,12,2,0.15709812939167023
djibouti,12,3,0.21138130128383636
djibouti,12,4,0.32714399695396423
djibouti,13,0,0.06303177773952484
djibouti,13,1,0.2402588278055191
djibouti,13,2,0.15725195407867432
djibouti,13,3,0.2103477418422699
djibouti,13,4,0.32910969853401184
djibouti,14,0,0.06308519095182419
djibouti,14,1,0.2393585443496704
djibouti,14,2,0.15732935070991516
djibouti,14,3,0.20962832868099213
djibouti,14,4,0.3305986523628235
djibouti,15,0,0.06313809752464294
djibouti,15,1,0.2387581765651703
djibouti,15,2,0.1574314534664154
djibouti,15,3,0.20914693176746368
djibouti,15,4,0.33152535557746887
djibouti,16,0,0.06319079548120499
djibouti,16,1,0.23839592933654785
djibouti,16,2,0.15753251314163208
djibouti,16,3,0.2088605761528015
djibouti,16,4,0.3320201635360718
djibouti,17,0,0.06324179470539093
djibouti,17,1,0.23821286857128143
djibouti,17,2,0.15762312710285187
djibouti,17,3,0.20873533189296722
djibouti,17,4,0.332186758518219
djibouti,18,0,0.06329023092985153
djibouti,18,1,0.23816147446632385
djibouti,18,2,0.15769939124584198
djibouti,18,3,0.2087429016828537
djibouti,18,4,0.33210593461990356
french guiana,0,0,0.06441592425107956
french guiana,0,1,0.2608175277709961
french guiana,0,2,0.15625225007534027
french guiana,0,3,0.22359953820705414
french guiana,0,4,0.29491493105888367
french guiana,1,0,0.0642462894320488
french guiana,1,1,0.25976449251174927
french guiana,1,2,0.15639185905456543
french guiana,1,3,0.22302907705307007
french guiana,1,4,0.2965683937072754
french guiana,2,0,0.06416689604520798
french guiana,2,1,0.25877368450164795
french guiana,2,2,0.1566459834575653
french guiana,2,3,0.22272096574306488
french guiana,2,4,0.29769256711006165
french guiana,3,0,0.06376668810844421
french guiana,3,1,0.25821182131767273
french guiana,3,2,0.15645618736743927
french guiana,3,3,0.22227782011032104
french guiana,3,4,0.29928743839263916
french guiana,4,0,0.06336823105812073
french guiana,4,1,0.25734373927116394
french guiana,4,2,0.15608368813991547
french guiana,4,3,0.22140319645404816
french guiana,4,4,0.3018011152744293
french guiana,5,0,0.06306274235248566
french guiana,5,1,0.2560988962650299
french guiana,5,2,0.1556982547044754
french guiana,5,3,0.22026154398918152
french guiana,5,4,0.3048785924911499
french guiana,6,0,0.06285439431667328
french guiana,6,1,0.2545870542526245
french guiana,6,2,0.15538299083709717
french guiana,6,3,0.2190006822347641
french guiana,6,4,0.3081747591495514
french guiana,7,0,0.06272564828395844
french guiana,7,1,0.2529444694519043
french guiana,7,2,0.15516570210456848
