,0,1,2,3,4,5,6,7,8,9
0,0.022826,0.0003289961,0.0054151528,0.009713299,0.04086308,0.004238556,0.029491296,0.0029937334,0.031294446,0.0012159355
1,0.019637499,4.8676822e-05,0.0033848048,0.0020297077,0.004032438,0.00016837456,0.0079756,0.00069480244,0.00032352132,0.00013356504
2,0.017232047,0.011235073,0.00014449925,0.00030732754,0.003649208,0.0011395836,0.00030262064,0.00021907072,0.00012462918,0.0006246741
3,0.014905764,2.708249e-05,6.773e-05,3.2915475e-05,0.0030147145,4.7679583e-05,0.0002075889,0.0020772554,0.00020800541,0.00042552082
4,0.014897642,0.0027633572,0.0024038753,0.00063169666,0.0457465,0.014525056,0.025942307,0.017601525,0.002778507,0.014190238
5,0.013293594,7.216231e-05,9.605277e-05,4.458676e-05,0.00775394,0.00023284646,0.0007458443,0.00043490637,0.00066262914,0.0019083286
6,0.011794883,3.112461e-05,7.175431e-05,3.0049901e-05,0.00016539426,0.00011913379,0.002054779,0.00790083,0.00019624601,0.0005215771
7,0.009688009,0.0049554873,0.0058480753,0.008701508,0.003849279,0.047318175,0.014527453,0.012384026,0.017921614,0.02437623
8,0.009519508,6.398045e-05,6.974841e-05,2.090401e-05,0.0001222331,0.0029011809,0.00029296876,0.0002176094,0.0012796655,0.00013691344
9,0.008874884,0.00012049025,4.7942798e-05,1.4215132e-05,0.00125815,0.00051825243,8.517194e-05,0.00010949343,0.0008557272,0.0002668924
10,0.008210569,0.0020183017,0.00015241749,6.0821436e-05,0.0011155686,0.00011941116,0.009428835,0.0001403049,0.00012539033,9.772345e-05
11,0.0079613635,0.004688675,0.010255429,0.0135911675,0.00048425418,0.009928062,0.00904897,0.005233074,0.00016586651,0.003263105
12,0.007858198,0.005616023,0.00021742069,0.0048733726,0.000740251,0.0016996968,0.00023741777,0.0005026129,9.451523e-05,0.0020466044
13,0.007600721,4.396595e-05,0.00037190923,0.0038338827,0.0025432385,7.50997e-05,0.00081027177,0.00019833902,0.00023334223,0.00011428521
14,0.007139342,0.0009033742,0.000350882,0.0011807962,0.0012713519,0.013206699,0.0041977176,0.0020587926,0.00026858706,0.013838744
15,0.0071342103,0.0058288015,9.1225585e-05,3.831335e-05,0.00088099693,0.00022803138,0.0013776718,0.00020689201,0.0019075113,0.00015279121
16,0.006094327,4.734296e-05,0.00012952114,0.00047200598,0.0003702201,0.00030161595,0.00013487432,0.0015240306,0.00016543167,0.004475528
17,0.0060443897,1.1785809e-05,1.6806025e-05,7.4355744e-06,4.25554e-05,2.275042e-05,3.7162496e-05,2.7415092e-05,2.166184e-05,1.765787e-05
18,0.0059397407,0.00028277785,0.00021481587,0.00042718404,0.003103394,8.4667314e-05,0.00032470326,0.0030430777,0.0006383079,0.000617838
19,0.0054293857,0.00015951674,0.00018251235,6.670551e-05,0.0001238516,0.00010785348,0.0002550018,8.86209e-05,2.2385188e-05,5.2525214e-05
